City_ID,City,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country
348,Seminole,28.7086,-81.2081,76.21,clear sky,86,0,5.75,US
349,Manavalakurichi,8.1333,77.3,82.87,scattered clouds,77,26,8.52,IN
350,Gwanda,-20.9333,29.0,60.98,light rain,97,100,7.4,ZW
351,Fort Nelson,58.8053,-122.7002,18.68,light snow,91,100,6.71,CA
352,Rizhao,35.4275,119.4553,63.66,overcast clouds,27,98,6.62,CN
353,Gayeri,12.6497,0.4931,87.1,overcast clouds,39,100,6.2,BF
354,Katsuura,35.1333,140.3,58.98,overcast clouds,58,100,10.31,JP
355,San Pietro Vernotico,40.4853,17.9997,60.44,clear sky,67,0,13.8,IT
356,Xiamen,24.4798,118.0819,67.24,few clouds,56,23,9.28,CN
357,Christchurch,-43.5333,172.6333,57.94,overcast clouds,80,100,11.5,NZ
358,Honningsvag,70.9821,25.9704,38.95,light intensity drizzle,87,100,28.77,NO
359,Tondano,1.3038,124.9112,77.09,overcast clouds,72,96,3.22,ID
360,Asyut,27.181,31.1837,79.14,clear sky,16,2,7.49,EG
361,Inverell,-29.7833,151.1167,77.67,clear sky,43,0,3.0,AU
362,Saint-Augustin,51.226,-58.6502,31.73,broken clouds,90,56,12.86,CA
363,Bonthe,7.5264,-12.505,77.32,few clouds,81,23,5.14,SL
364,Knyaze-Volkonskoye,48.4642,135.4567,37.74,overcast clouds,91,100,10.25,RU
365,Ivaipora,-24.2478,-51.6847,53.94,clear sky,86,0,3.33,BR
366,Saint-Joseph,-21.3667,55.6167,71.98,few clouds,77,19,9.15,RE
367,Batagay,67.6333,134.6333,18.45,overcast clouds,81,100,2.55,RU
368,Rawah,34.4816,41.9093,62.91,scattered clouds,32,42,6.38,IQ
369,Portel,-1.9356,-50.8211,73.99,light rain,96,100,3.04,BR
370,Plettenberg Bay,-34.0527,23.3716,57.36,clear sky,79,2,4.45,ZA
371,Washougal,45.5826,-122.3534,50.38,broken clouds,73,75,18.41,US
372,Fort-Shevchenko,44.5086,50.263,50.83,clear sky,78,0,10.92,KZ
373,Salacgriva,57.7536,24.3581,31.48,overcast clouds,76,92,4.85,LV
374,Manokwari,-0.8667,134.0833,84.02,broken clouds,67,74,4.34,ID
375,Ulaanbaatar,47.9077,106.8832,42.93,clear sky,26,0,2.24,MN
376,Ardmore,34.1743,-97.1436,53.85,overcast clouds,68,100,6.91,US
377,Poum,-20.2333,164.0167,78.55,clear sky,66,2,8.75,NC
378,Muros,42.7762,-9.0603,54.68,overcast clouds,89,93,6.93,ES
379,Alofi,-19.0595,-169.9187,81.79,light rain,73,63,9.42,NU
380,Abha,18.2164,42.5053,57.45,clear sky,44,0,0.0,SA
381,Sumbe,-11.2061,13.8437,76.89,light rain,90,100,1.28,AO
382,Goundam,16.4145,-3.6708,77.54,broken clouds,11,74,9.26,ML
383,Jimo,36.3897,120.4622,65.75,scattered clouds,18,27,3.87,CN
384,Progreso,21.2833,-89.6667,83.1,clear sky,83,3,17.94,MX
385,Sovetskaya,44.7769,41.1722,44.87,few clouds,84,21,5.61,RU
386,Olafsvik,64.8945,-23.7142,43.95,light rain,96,93,12.26,IS
387,Naze,28.3667,129.4833,64.69,overcast clouds,58,90,10.18,JP
388,Havre-Saint-Pierre,50.2334,-63.5986,33.12,overcast clouds,87,94,10.22,CA
389,Kirovsk,48.6375,38.6428,44.67,broken clouds,81,61,6.8,UA
390,Koumac,-20.5667,164.2833,80.42,clear sky,61,0,7.36,NC
391,Sydney,-33.8679,151.2073,75.76,scattered clouds,67,40,6.91,AU
392,Janauba,-15.8025,-43.3089,69.91,broken clouds,80,71,10.07,BR
393,Luanda,-8.8368,13.2343,76.44,overcast clouds,91,100,7.14,AO
394,Arrecife,28.963,-13.5477,73.38,clear sky,43,0,8.05,ES
395,Gat,31.61,34.7642,69.4,broken clouds,25,56,6.64,IL
396,Ouadda,8.0777,22.4007,71.51,few clouds,71,18,3.49,CF
397,Mangrol,21.1167,70.1167,80.74,clear sky,66,0,8.19,IN
398,Ormara,25.2088,64.6357,79.95,clear sky,88,2,4.61,PK
399,Fara In Sabina,42.2089,12.7292,53.33,clear sky,84,8,6.76,IT
400,Barquisimeto,10.0739,-69.3228,76.17,clear sky,69,10,5.99,VE
401,Jiblah,13.9216,44.1467,61.54,clear sky,59,7,2.01,YE
402,Lerwick,60.1545,-1.1494,46.4,overcast clouds,94,100,18.99,GB
403,Lilongwe,-13.9669,33.7873,62.4,broken clouds,91,59,2.77,MW
404,Manhattan,40.7834,-73.9662,50.7,moderate rain,84,100,13.8,US
405,Dudinka,69.4058,86.1778,12.33,overcast clouds,95,100,13.4,RU
406,Matara,5.9485,80.5353,81.39,broken clouds,82,80,3.89,LK
407,Ewa Beach,21.3156,-158.0072,82.35,clear sky,64,0,14.97,US
408,Lasa,46.6166,10.7002,38.35,few clouds,67,12,6.31,IT
409,Najran,17.4924,44.1277,71.69,clear sky,27,4,0.34,SA
410,Leh,34.1667,77.5833,35.49,clear sky,42,0,2.62,IN
411,Puerto Escondido,15.85,-97.0667,83.23,scattered clouds,65,40,5.75,MX
412,Nanortalik,60.1432,-45.2371,29.05,overcast clouds,84,93,8.21,GL
413,Svetlaya,46.5389,138.3297,44.53,clear sky,51,1,10.4,RU
414,Kavaratti,10.5669,72.642,83.86,scattered clouds,72,31,5.82,IN
415,Marquette,46.5333,-87.6335,25.34,overcast clouds,68,89,6.11,US
416,Mazara Del Vallo,37.6641,12.588,59.9,broken clouds,65,73,10.16,IT
417,Markapur,15.7333,79.2833,85.73,overcast clouds,61,88,6.11,IN
418,Conceicao Do Araguaia,-8.2578,-49.2647,73.62,overcast clouds,95,100,0.67,BR
419,Tempio Pausania,40.8974,9.1035,52.72,clear sky,74,1,13.22,IT
420,Teya,60.3778,92.6267,41.63,overcast clouds,95,100,11.03,RU
421,Quang Ngai,15.1167,108.8,81.77,overcast clouds,76,96,5.82,VN
422,Mangan,27.5167,88.5333,76.35,clear sky,33,0,1.74,IN
423,Kodiak,57.79,-152.4072,38.71,overcast clouds,75,100,13.8,US
424,Hirado,33.3597,129.5531,61.39,clear sky,52,1,5.28,JP
425,Fukue,32.6881,128.8419,60.31,clear sky,52,0,4.05,JP
426,Ferrol,43.4832,-8.2369,56.35,overcast clouds,89,100,2.26,ES
427,Chapleau,47.8405,-83.4034,24.76,light snow,95,100,6.42,CA
428,Batken,39.8333,71.0,51.8,overcast clouds,37,100,6.13,KG
429,Rosario,-32.9468,-60.6393,61.83,clear sky,76,0,5.75,AR
430,Markova,48.6758,24.4138,29.48,light snow,95,87,4.54,UA
431,Beaufort,5.3473,115.7455,87.12,broken clouds,60,83,1.83,MY
432,Lingyuan,41.24,119.4011,64.15,overcast clouds,13,100,9.84,CN
433,Ous,60.9058,61.5186,24.04,overcast clouds,83,98,7.81,RU
434,Strathpeffer,57.588,-4.5382,50.31,overcast clouds,89,100,4.0,GB
435,Statesboro,32.4488,-81.7832,69.6,clear sky,88,0,0.0,US
436,Ribas Do Rio Pardo,-20.4431,-53.7592,60.28,clear sky,64,0,5.37,BR
437,Ust-Karsk,52.7011,118.8077,39.45,broken clouds,25,51,3.71,RU
438,Ponnani,10.767,75.9252,79.92,broken clouds,80,58,2.17,IN
439,Yeroham,30.9872,34.9314,63.97,broken clouds,19,51,5.59,IL
440,Shunyi,40.125,116.6453,60.75,clear sky,29,0,4.47,CN
441,Pailon,-17.65,-62.75,72.5,broken clouds,53,79,7.54,BO
442,Nahavand,34.1885,48.377,40.62,clear sky,43,0,1.66,IR
443,Zyryanovsk,49.7386,84.2719,37.98,broken clouds,92,76,1.03,KZ
444,Devils Lake,48.1128,-98.8651,21.18,clear sky,63,0,3.44,US
445,Karapyshi,49.6424,30.79,38.14,overcast clouds,78,100,10.2,UA
446,Pasni,25.2631,63.471,80.02,clear sky,83,2,4.65,PK
447,Bandarbeyla,9.4942,50.8122,80.44,scattered clouds,79,40,7.07,SO
448,Dapaong,10.8639,0.205,81.39,overcast clouds,47,100,4.79,TG
449,Teknaf,20.8624,92.3058,84.94,broken clouds,73,63,4.59,BD
450,Issia,6.4922,-6.5856,70.57,light rain,99,100,3.67,CI
451,Saint-Georges,12.0564,-61.7485,80.28,scattered clouds,78,40,24.16,GD
452,Taga,46.95,24.05,41.32,overcast clouds,88,100,10.8,RO
453,Grand Bank,47.0999,-55.765,37.4,overcast clouds,65,100,22.06,CA
454,Melfort,52.8667,-104.6177,16.36,broken clouds,93,74,4.34,CA
455,Kirakira,-10.4544,161.9205,85.57,overcast clouds,62,91,5.86,SB
456,Yumen,40.2833,97.2,47.52,clear sky,25,0,4.7,CN
457,Sarlat-La-Caneda,44.889,1.2166,46.92,clear sky,93,0,3.38,FR
458,Isangel,-19.55,169.2667,84.02,few clouds,70,20,6.24,VU
459,Grand Gaube,-20.0064,57.6608,76.37,broken clouds,86,80,5.99,MU
460,Bathsheba,13.2167,-59.5167,79.41,few clouds,73,20,24.16,BB
461,Marsaxlokk,35.8419,14.5431,58.08,few clouds,82,20,10.36,MT
462,Xinmin,41.9908,122.8253,66.87,scattered clouds,16,41,11.63,CN
463,San Jeronimo,-11.9472,-75.2829,48.34,broken clouds,86,82,1.68,PE
464,Borgarnes,64.5383,-21.9206,49.8,overcast clouds,93,100,4.43,IS
465,Meulaboh,4.1363,96.1285,81.82,scattered clouds,80,50,2.28,ID
466,Touros,-5.1989,-35.4608,79.03,overcast clouds,84,86,6.15,BR
467,Weligama,5.9667,80.4167,81.73,broken clouds,80,81,3.85,LK
468,Catuday,16.2923,119.8062,83.53,scattered clouds,61,38,5.14,PH
469,Maxcanu,20.5833,-89.9833,80.35,clear sky,65,5,8.32,MX
470,Shache,38.4167,77.2406,57.36,clear sky,22,0,8.21,CN
471,Hamilton,39.1834,-84.5333,51.24,clear sky,49,0,10.36,US
472,Caucaia,-3.7361,-38.6531,80.55,scattered clouds,80,40,3.44,BR
473,Gilbues,-9.8317,-45.3439,73.47,heavy intensity rain,87,76,2.68,BR
474,Lucapa,-8.4192,20.7447,65.26,overcast clouds,96,98,2.48,AO
475,Dong Hoi,17.4833,106.6,78.1,overcast clouds,87,100,9.55,VN
476,El Reno,35.5323,-97.955,52.92,overcast clouds,52,100,11.5,US
477,Korla,41.7597,86.1469,54.95,clear sky,10,0,3.11,CN
478,Adrar,20.5022,-10.0711,76.17,clear sky,15,0,12.17,MR
479,Ekhabi,53.5102,142.9671,31.6,overcast clouds,78,100,10.54,RU
480,Farafangana,-22.8167,47.8333,73.2,clear sky,86,1,2.46,MG
481,Sinnamary,5.3833,-52.95,77.79,overcast clouds,87,100,10.65,GF
482,Potosi,-19.5836,-65.7531,42.94,clear sky,40,0,4.72,BO
483,Kalevala,65.2,31.1667,31.62,overcast clouds,87,100,8.34,RU
484,Inhambane,-23.865,35.3833,72.46,moderate rain,92,72,5.84,MZ
485,Lavrentiya,65.5833,-171.0,31.1,light snow,95,100,10.38,RU
486,Zabaykalsk,49.6333,117.3167,40.1,overcast clouds,20,96,12.19,RU
487,Hastings,50.8552,0.5729,52.52,broken clouds,88,52,6.8,GB
488,Boyolangu,-8.1181,111.8935,84.25,overcast clouds,71,86,3.65,ID
489,Carutapera,-1.195,-46.02,76.48,overcast clouds,93,100,3.51,BR
490,Surt,31.2089,16.5887,62.55,overcast clouds,84,98,19.13,LY
491,Dom Pedrito,-30.9828,-54.6731,56.77,clear sky,76,0,8.97,BR
492,Watsa,3.0372,29.5355,64.9,overcast clouds,86,100,2.24,CD
493,Laguna,38.421,-121.4238,66.92,clear sky,56,0,16.11,US
494,Rushden,52.2914,-0.5992,46.8,overcast clouds,80,99,5.39,GB
495,Vao,-22.6667,167.4833,76.8,clear sky,70,0,7.38,NC
496,Davila,18.4726,120.5763,83.53,scattered clouds,67,39,16.89,PH
497,Virginia Beach,36.8529,-75.978,69.85,broken clouds,72,75,8.05,US
498,Calabozo,8.9242,-67.4293,85.98,overcast clouds,48,86,2.73,VE
499,Vicencia,-7.6569,-35.3267,73.81,scattered clouds,96,35,1.14,BR
500,Santa Maria,-29.6842,-53.8069,55.74,clear sky,87,0,7.07,BR
501,Presidencia Roque Saenz Pena,-26.7852,-60.4388,58.32,scattered clouds,86,48,3.76,AR
502,Nouadhibou,20.931,-17.0347,64.38,broken clouds,92,59,13.27,MR
503,Angouleme,45.65,0.15,52.03,clear sky,67,0,9.22,FR
504,Merrill,45.1805,-89.6835,33.57,broken clouds,63,75,5.75,US
505,Spearfish,44.4908,-103.8594,42.28,clear sky,48,0,23.02,US
506,Guiyang,26.5833,106.7167,45.39,overcast clouds,89,100,5.32,CN
507,Raga,8.4596,25.678,78.8,overcast clouds,63,93,8.01,SS
508,Denpasar,-8.65,115.2167,83.86,light rain,88,40,2.3,ID
509,Doha,25.2867,51.5333,80.58,clear sky,41,0,10.36,QA
510,Agadir,30.4202,-9.5982,68.45,overcast clouds,26,89,6.24,MA
511,Wagar,16.1525,36.2032,81.72,broken clouds,44,81,7.87,SD
512,Cabedelo,-6.9811,-34.8339,81.27,broken clouds,85,80,7.87,BR
513,Oriximina,-1.7656,-55.8661,75.15,overcast clouds,94,100,1.14,BR
514,Pitiquito,30.7,-112.0833,78.13,clear sky,15,1,7.87,MX
515,Russell,32.3502,-85.1999,65.91,clear sky,94,0,5.75,US
516,Axim,4.8699,-2.2405,75.24,light rain,88,100,3.27,GH
517,Ngunguru,-35.6167,174.5,66.87,overcast clouds,78,100,22.19,NZ
518,Sapa,5.1544,120.3241,83.68,scattered clouds,73,46,8.39,PH
519,Codrington,-38.2667,141.9667,79.3,overcast clouds,30,100,24.43,AU
520,North Bend,43.4065,-124.2243,48.24,broken clouds,77,75,10.36,US
521,Huarmey,-10.0681,-78.1522,67.37,overcast clouds,84,99,8.39,PE
522,Kupang,-10.1667,123.5833,85.69,broken clouds,64,70,2.19,ID
523,Riberalta,-10.9833,-66.1,72.57,overcast clouds,90,94,2.59,BO
524,Anuradhapura,8.3565,80.4173,79.5,few clouds,85,15,7.76,LK
525,Charters Towers,-20.1,146.2667,81.23,overcast clouds,40,92,10.11,AU
526,Omsukchan,62.5333,155.8,19.98,overcast clouds,89,100,8.28,RU
527,Berdigestyakh,62.0989,126.6992,27.84,overcast clouds,81,85,4.54,RU
528,Lamu,-2.2717,40.902,82.62,overcast clouds,75,100,12.66,KE
529,Xiongzhou,25.1167,114.3,55.96,overcast clouds,83,100,3.78,CN
530,Mantua,45.1667,10.7833,52.84,scattered clouds,76,35,6.04,IT
531,Puerto Del Rosario,28.5004,-13.8627,69.55,clear sky,60,0,11.5,ES
532,Tecoanapa,16.5167,-98.75,80.19,few clouds,67,14,5.08,MX
533,Nara,34.6851,135.8049,62.96,broken clouds,34,72,4.47,JP
534,Ust-Maya,60.4167,134.5333,32.23,scattered clouds,78,35,0.45,RU
535,Lima,-12.0432,-77.0282,63.39,clear sky,30,0,13.8,PE
536,Fremont,37.5483,-121.9886,61.09,few clouds,66,20,12.66,US
537,Gizo,-8.103,156.8419,81.97,light rain,74,100,5.1,SB
538,Amazar,53.858,120.875,35.58,clear sky,36,6,6.89,RU
539,Prince Rupert,54.3161,-130.3201,44.98,scattered clouds,49,29,4.27,CA
540,Dunedin,-45.8742,170.5036,53.8,overcast clouds,70,96,15.01,NZ
541,Standish,43.9831,-83.9589,32.02,scattered clouds,47,29,9.22,US
542,Jasper,37.2001,-94.3502,56.23,overcast clouds,47,100,10.36,US
543,Mahanoro,-19.9,48.8,71.98,light rain,92,19,5.17,MG
544,Tucupita,9.0622,-62.051,74.41,scattered clouds,88,44,4.92,VE
545,Niagara Falls,43.1001,-79.0663,38.86,overcast clouds,62,100,6.91,CA
546,Rawson,-43.3002,-65.1023,54.14,clear sky,70,0,10.22,AR
547,Finschhafen,-6.6024,147.8681,83.44,overcast clouds,75,100,1.25,PG
548,Fairbanks,64.8378,-147.7164,35.1,clear sky,32,0,14.97,US
549,Ballina,-28.8667,153.5667,75.38,overcast clouds,89,100,7.23,AU
550,Lucea,18.451,-78.1736,77.45,light rain,75,2,4.23,JM
551,Samarkand,39.6542,66.9597,65.62,few clouds,42,20,11.5,UZ
552,Buguda,19.8167,84.8,89.44,broken clouds,30,80,2.39,IN
553,Biltine,14.5333,20.9167,84.61,scattered clouds,29,36,7.2,TD
554,Yambio,4.5721,28.3955,68.86,overcast clouds,82,98,3.67,SS
555,Sambava,-14.2667,50.1667,72.55,clear sky,87,5,8.5,MG
556,Ancud,-41.8697,-73.8203,50.32,clear sky,88,0,4.83,CL
557,Cristalina,-16.7686,-47.6136,62.78,scattered clouds,78,26,3.6,BR
558,Muisne,0.6,-80.0333,76.77,overcast clouds,84,100,6.49,EC
559,Kayerkan,69.3497,87.7602,12.69,overcast clouds,96,100,12.55,RU
560,Bourail,-21.5667,165.4833,80.85,clear sky,62,0,7.99,NC
561,Nizwa,22.9333,57.5333,82.08,scattered clouds,20,29,4.76,OM
562,Lompoc,34.6391,-120.4579,62.56,mist,79,0,11.5,US
563,Norrtalje,59.758,18.705,40.42,overcast clouds,79,100,3.22,SE
564,Thinadhoo,0.5333,72.9333,83.46,overcast clouds,68,97,7.94,MV
565,Bahia Blanca,-38.7196,-62.2724,60.57,overcast clouds,58,100,0.96,AR
566,Constantine,36.365,6.6147,53.01,scattered clouds,71,40,8.05,DZ
567,Chapais,49.7834,-74.8492,29.98,overcast clouds,92,92,7.4,CA
568,Sur,22.5667,59.5289,86.41,scattered clouds,36,32,5.75,OM
569,Mbuji-Mayi,-6.15,23.6,70.38,overcast clouds,91,100,2.44,CD
570,Myitkyina,25.3833,97.4,79.48,overcast clouds,57,87,3.62,MM
571,Kapit,2.0167,112.9333,85.89,overcast clouds,66,94,2.44,MY
572,Dingle,10.9995,122.6711,84.9,overcast clouds,69,100,8.5,PH
573,Katima Mulilo,-17.5,24.2667,65.57,light rain,98,100,5.26,NA
574,Vikhorevka,56.1201,101.1636,51.39,overcast clouds,78,100,5.46,RU
575,Kysyl-Syr,63.8986,122.7617,27.57,overcast clouds,84,93,7.72,RU
576,Orlik,52.5178,99.825,34.25,clear sky,64,10,3.62,RU
577,Sterling,39.0062,-77.4286,63.59,broken clouds,64,75,20.71,US
578,Brownwood,31.7093,-98.9912,68.0,scattered clouds,42,40,5.75,US
579,Sylvania,41.7189,-83.713,37.42,scattered clouds,60,40,8.05,US
580,Urrao,6.3152,-76.1342,57.94,overcast clouds,96,100,1.43,CO
581,Asmar,35.0333,71.3581,71.15,overcast clouds,28,100,8.9,AF
582,Marrakesh,31.6315,-8.0083,68.07,clear sky,40,0,2.3,MA
583,Nuuk,64.1835,-51.7216,25.41,few clouds,74,20,10.36,GL
584,Bongouanou,6.6486,-4.1992,72.81,light rain,99,100,2.17,CI
585,Sabang,5.8933,95.3214,83.86,broken clouds,63,56,5.37,ID
586,Isla Vista,34.4133,-119.861,66.78,clear sky,70,0,18.41,US
587,Smithers,54.7804,-127.1743,42.6,scattered clouds,41,43,1.43,CA
588,Tessalit,20.1986,1.0114,70.5,overcast clouds,24,100,9.15,ML
589,Kilindoni,-7.9139,39.6668,81.18,light rain,80,54,14.36,TZ
590,La Ronge,55.1001,-105.2842,24.82,overcast clouds,93,100,4.85,CA
591,Alice Springs,-23.7,133.8833,90.95,few clouds,17,16,14.97,AU
592,Shakhtinsk,49.71,72.5872,55.83,overcast clouds,32,100,5.28,KZ
593,Walvis Bay,-22.9575,14.5053,59.77,scattered clouds,78,25,4.76,NA
594,Mogoytuy,51.2833,114.9167,38.48,overcast clouds,32,99,2.68,RU
595,Kulunda,52.566,78.9385,53.87,overcast clouds,38,100,3.85,RU
596,Pingliang,35.5392,106.6861,49.15,overcast clouds,38,100,18.57,CN
597,Nisia Floresta,-6.0911,-35.2086,81.41,light rain,87,79,5.06,BR
598,Banikoara,11.2985,2.4386,80.46,broken clouds,49,68,3.8,BJ
599,Honiara,-9.4333,159.95,85.96,overcast clouds,66,97,4.5,SB
600,San Bartolome,27.9248,-15.5733,64.87,clear sky,29,0,13.8,ES
601,Mafeteng,-29.823,27.2374,50.05,light rain,91,100,1.19,LS
602,Benin,9.5,2.25,74.57,overcast clouds,70,87,4.23,BJ
603,Calama,-22.4667,-68.9333,50.49,clear sky,25,0,3.44,CL
604,Roura,4.7263,-52.3274,80.96,few clouds,88,20,0.0,GF
605,Kushima,31.4583,131.2333,68.09,clear sky,46,2,2.28,JP
606,Wamba,8.9333,8.6,76.55,overcast clouds,78,92,3.22,NG
607,Uitenhage,-33.7576,25.3971,60.64,clear sky,89,4,2.17,ZA
608,Masterton,-40.9597,175.6575,65.88,clear sky,55,7,7.85,NZ
609,Khash,28.2211,61.2158,67.91,overcast clouds,30,99,3.18,IR
610,Anadyr,64.75,177.4833,34.3,broken clouds,74,75,15.66,RU
611,Vokhtoga,58.8147,41.0461,21.96,clear sky,95,9,3.71,RU
612,Marilia,-22.2139,-49.9458,55.9,clear sky,80,0,5.21,BR
613,Cobadin,44.0833,28.2167,51.31,overcast clouds,81,100,15.79,RO
614,Sencha,50.2548,33.346,39.88,overcast clouds,90,100,9.62,UA
615,Koulamoutou,-1.1303,12.4736,71.6,overcast clouds,98,99,2.08,GA
616,Ahuimanu,21.4447,-157.8378,82.11,light rain,84,100,14.97,US
617,Bagdarin,54.4333,113.6,34.84,overcast clouds,55,100,1.9,RU
618,Roebourne,-20.7833,117.1333,92.98,clear sky,29,10,6.8,AU
619,Bintulu,3.1667,113.0333,82.81,broken clouds,75,78,3.85,MY
620,Karonga,-9.9333,33.9333,70.72,light rain,86,16,4.83,MW
621,Chalmette,29.9427,-89.9634,80.6,scattered clouds,78,40,9.22,US
622,El Cope,8.6167,-80.6,70.97,overcast clouds,78,94,5.66,PA
623,Tiznit,29.5833,-9.5,73.92,clear sky,22,8,4.81,MA
624,Robertsport,6.7533,-11.3686,79.52,light rain,87,98,6.35,LR
625,Orje,59.4802,11.6602,37.36,broken clouds,94,59,2.53,NO
626,Tshikapa,-6.4167,20.8,70.65,overcast clouds,94,100,1.32,CD
627,Santa Elena,-2.2333,-80.85,70.79,broken clouds,86,76,8.19,EC
628,Formosa Do Rio Preto,-11.0483,-45.1931,70.93,overcast clouds,98,100,3.56,BR
629,Ozorkow,51.9634,19.2914,34.88,broken clouds,95,70,5.03,PL
630,Longyearbyen,78.2186,15.6401,21.04,broken clouds,68,75,0.0,SJ
631,Mangai,-4.05,19.5333,70.97,overcast clouds,94,96,1.54,CD
632,Launceston,-41.45,147.1667,74.61,overcast clouds,56,100,20.71,AU
633,Bubaque,11.2833,-15.8333,75.09,few clouds,71,15,23.02,GW
634,Chernyshevskiy,63.0128,112.4714,30.88,snow,98,100,9.8,RU
635,Nador,35.174,-2.9287,61.05,clear sky,59,0,3.44,MA
636,Pa Sang,18.5262,98.9394,91.06,clear sky,53,6,2.28,TH
637,Kuusamo,65.9667,29.1833,33.84,broken clouds,60,75,5.75,FI
638,Hunchun,42.8675,130.3581,59.88,overcast clouds,20,86,4.23,CN
639,Hay River,60.8156,-115.7999,8.94,overcast clouds,88,100,8.5,CA
640,Knysna,-34.0363,23.0471,56.41,clear sky,79,0,5.21,ZA
641,Miles City,46.4083,-105.8406,34.77,clear sky,60,0,18.41,US
642,Morro Bay,35.3658,-120.8499,63.48,clear sky,82,6,5.99,US
643,Berlevag,70.8578,29.0864,37.2,overcast clouds,88,100,31.07,NO
644,Mingshui,36.7167,117.5,65.53,broken clouds,21,62,7.2,CN
645,Zhangdian,34.2,119.3,62.42,clear sky,35,9,6.42,CN
646,Loandjili,-4.7561,11.8578,77.11,few clouds,91,12,3.71,CG
647,Kirkwall,58.9848,-2.9587,44.96,mist,93,20,5.75,GB
648,Coolum Beach,-26.5333,153.1,75.11,scattered clouds,74,37,12.84,AU
649,Shihezi,44.3,86.0333,57.15,clear sky,14,0,1.99,CN
650,Loreto,22.2667,-101.9667,73.22,broken clouds,13,51,4.85,MX
651,Smolenka,52.1352,113.4974,39.27,broken clouds,38,59,2.24,RU
652,Worthing,50.8145,-0.3713,52.7,overcast clouds,79,98,4.0,GB
653,Coahuayana,18.7333,-103.6833,72.39,overcast clouds,80,99,1.05,MX
654,Vestmannaeyjar,63.4427,-20.2734,45.81,broken clouds,89,78,13.49,IS
655,Lumeje,-11.55,20.7833,63.16,overcast clouds,98,100,3.87,AO
656,Makinsk,52.6292,70.4169,48.36,overcast clouds,70,100,5.3,KZ
657,Humaita,-7.5061,-63.0208,74.46,overcast clouds,97,100,0.72,BR
658,Byron Bay,-28.65,153.6167,67.1,overcast clouds,78,100,7.56,AU
659,Padang,-0.9492,100.3543,86.05,scattered clouds,68,30,1.5,ID
660,Lata,40.1629,-8.3327,49.57,broken clouds,92,84,1.68,PT
661,Ust-Kuyga,70.0167,135.6,13.28,overcast clouds,84,99,6.62,RU
662,Luwingu,-10.2621,29.9271,59.72,overcast clouds,98,88,4.54,ZM
663,Okha,53.5739,142.9478,31.8,overcast clouds,76,100,10.65,RU
664,Genhe,50.7833,121.5167,33.51,clear sky,31,3,7.43,CN
665,Tomatlan,19.9333,-105.25,74.7,overcast clouds,51,100,1.5,MX
666,Mocuba,-16.8392,36.9856,69.76,light rain,99,54,2.86,MZ
667,Warmbad,-28.45,18.7333,64.8,clear sky,36,0,7.36,NA
668,Sigli,5.3848,95.9609,83.25,scattered clouds,74,47,1.63,ID
669,Atar,20.5169,-13.0499,77.16,clear sky,14,0,3.24,MR
670,Upata,8.0086,-62.3989,73.26,overcast clouds,82,92,7.47,VE
671,Salinopolis,-0.6136,-47.3561,78.01,overcast clouds,89,100,7.09,BR
672,Barabinsk,55.3571,78.357,50.74,overcast clouds,68,100,6.58,RU
673,Kasongo-Lunda,-6.4667,16.8167,69.35,light rain,99,100,1.45,CD
674,Vostok,46.4856,135.8833,39.07,broken clouds,48,79,15.21,RU
675,San Juan Del Sur,11.2529,-85.8705,83.3,clear sky,58,8,18.32,NI
676,Westport,41.1415,-73.3579,50.32,heavy intensity rain,89,100,12.66,US
677,Maniitsoq,65.4167,-52.9,19.85,clear sky,66,2,3.96,GL
678,Tigil,57.8,158.6667,26.83,overcast clouds,79,99,9.31,RU
679,Bermeo,43.4209,-2.7215,50.7,clear sky,82,2,6.73,ES
680,Bergerac,44.8333,0.5,52.88,clear sky,87,0,2.3,FR
